MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold
0.07334983082099303,-0.2079477037658173,-0.20707075668205202,0.6512560957790544,-0.5170226533860187,1.0506337978673654,0.8783671227331208,0.5098396881007374,0.575227739911996,-0.28855396047015847,-0.9442670603932538,-0.459145218497122,-0.793162022889068,1.1614536249333403,-0.1202005380086016,0.3702065909721901,1.107430697123041,-0.2409784665090504,0.7894700167005702,1.2271648985501855,0.16372301852733362,-0.21138115318786777,0.9118973170421593,-0.9509006699369574,0.992065984643377,0.31161787088170784,0.3508800946869889,-0.7519181992725829,0.2164290032203507,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,-1.5985633645864155,0.13872995427155196
-0.8722638821913664,0.40972383511978844,-0.0918548989935732,-0.07181150866004798,2.178881182126793,0.1566800256743212,-0.4294298246206948,-0.5726372892119135,1.1715906834588596,-0.28855396047015847,-0.6410083568513317,0.46630514046588567,0.257052352914191,-0.7948908644380667,-0.1202005380086016,-0.48234664247400993,-0.8196835076441101,3.9474567847196806,0.7894700167005702,-0.7613597983235892,0.16372301852733362,-0.21138115318786777,-0.31857410891121624,0.6002892497367385,-0.10150635174608497,0.31161787088170784,-0.06071021076074034,1.6256377804327544,-0.7042419476205185,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,-0.48894251880376893,-0.614228161849139
0.07334983082099303,-0.08441339598869615,0.07345480986380946,0.6512560957790544,-0.5170226533860187,0.9844149999271398,0.8299301987570534,0.3220630695873183,0.09287535910203293,-0.28855396047015847,-0.3015396588566429,-0.31326141806945573,-0.6276109882796874,1.1889432430509714,-0.1202005380086016,0.5148361573603847,1.107430697123041,-0.2409784665090504,0.7894700167005702,1.2271648985501855,0.16372301852733362,-0.21138115318786777,-0.31857410891121624,0.6002892497367385,0.9110606263923058,0.31161787088170784,0.6315098484013497,-0.7519181992725829,-0.07033735851696923,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,0.9905519422397598,0.13872995427155196
0.3097532590740829,-0.4138382167276859,-0.09686428411046359,0.6512560957790544,-0.5170226533860187,-1.8629933115025563,-0.7200513684770983,-0.5726372892119135,-0.4991025628011037,-0.28855396047015847,-0.06164844560706285,-0.6870886566653505,-0.5215548567330529,0.9369550769726872,-0.1202005380086016,0.38352773524478695,1.107430697123041,-0.2409784665090504,-1.025689391776331,-0.7613597983235892,0.16372301852733362,-0.21138115318786777,0.2966616040654715,0.6002892497367385,0.7895525890156989,1.649741669373747,0.7905333755061542,-0.7519181992725829,-0.17598812336756076,4.091121950018253,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,-1.5985633645864155,-1.3671862779698296
0.07334983082099303,0.5744362454892834,0.3750197939006106,1.3743237002181568,-0.5170226533860187,0.9513056009570271,0.7330563508049189,1.3603573131321056,0.4634096879969592,-0.28855396047015847,-0.1748046782719591,0.19961131780905833,-0.045595632231083184,1.6173231253840548,-0.1202005380086016,1.2988806488332294,1.107430697123041,-0.2409784665090504,0.7894700167005702,1.2271648985501855,1.3895466444242934,-0.21138115318786777,1.5271330300188468,0.6002892497367385,0.8705579472667702,1.649741669373747,1.6979029125159208,0.7799299487254869,0.5635672305865801,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,2.1001727880224066,0.13872995427155196
-0.1630535974320968,0.615614348081657,0.36049257706162846,-0.7948791130991504,-0.5170226533860187,0.7195398081662379,0.49087173092458286,-0.5726372892119135,0.6322330212804463,-0.28855396047015847,-1.1388957805768756,-0.595911281398059,-0.9483661178353625,0.5017027901101961,-0.1202005380086016,-0.2920445814369117,1.107430697123041,-0.2409784665090504,-1.025689391776331,1.2271648985501855,-2.2879242332665863,-0.21138115318786777,-0.9338098218879038,-0.9509006699369574,0.5870391933880207,0.31161787088170784,0.03283304047737993,-0.4327831684396517,-0.25145295540369766,-0.3592018228542572,10.7987461663922,-0.2701158012431294,-0.06866821893757163,1.323282586252508,1.360425557500642,0.891688070392243
-0.8722638821913664,0.20383332215791986,-0.043364051062074284,1.3743237002181568,-0.5170226533860187,1.0837431968374782,0.9752409706852553,0.4546112708909082,2.028862414807476,-0.28855396047015847,-0.5663252432925002,1.4327853182991745,1.374521836527511,-0.7948908644380667,-0.1202005380086016,0.33975826120625435,1.107430697123041,-0.2409784665090504,0.7894700167005702,-0.7613597983235892,0.16372301852733362,-0.21138115318786777,0.2966616040654715,0.6002892497367385,1.0325686637689129,0.31161787088170784,0.7624704001347181,1.2825676222873537,0.15605713759144124,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,0.6206783269788777,-0.614228161849139
0.07334983082099303,,-0.013508115765407598,0.6512560957790544,0.38161195845158513,0.05735182876398296,-0.5747405965488966,0.7528447238239855,0.9106818956571069,-0.09018956517328947,-0.7949008332755908,0.11299281130513153,-0.143891559030403,1.4569670196978737,-0.1202005380086016,1.0933544229131633,1.107430697123041,-0.2409784665090504,0.7894700167005702,1.2271648985501855,0.16372301852733362,-0.21138115318786777,0.2966616040654715,2.1514791694104343,-0.22301438912269186,0.31161787088170784,0.05154169072500399,1.123000106870888,2.3747231994538636,3.3712166338182885,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,0.6178124049755712,1.7302991727615245,0.891688070392243
-0.1630535974320968,-0.7844411400590493,-0.44050810312914396,0.6512560957790544,-0.5170226533860187,-1.3332429279807525,-1.688789847998443,-0.5726372892119135,-0.972684900323613,-0.28855396047015847,0.8707589115516826,-0.24031951785562264,-0.36376402687098675,0.9277918709334769,-0.1202005380086016,0.4919999100359329,-0.8196835076441101,-0.2409784665090504,0.7894700167005702,-0.7613597983235892,-1.0621006073696262,4.327096547610469,0.9118973170421593,2.1514791694104343,-1.9241269123951883,0.31161787088170784,-0.023292910265492232,-0.03386437989848769,-0.7042419476205185,2.9949024912592157,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,-0.8588161340646512,0.13872995427155196
3.1465943981111604,-0.8256192426514231,-0.31026409008999395,-0.7948791130991504,0.38161195845158513,-1.0683677362198505,-1.688789847998443,-0.5726372892119135,0.8931418090821991,-0.28855396047015847,-0.9668983069262331,-0.15142157697001354,-0.2214936065035502,-0.7948908644380667,-0.1202005380086016,-0.8344054553926418,1.107430697123041,-0.2409784665090504,-1.025689391776331,-0.7613597983235892,-1.0621006073696262,4.327096547610469,-0.9338098218879038,2.1514791694104343,-1.6001054793909033,-1.0265059276103314,-1.2533866640467737,-0.7519181992725829,-0.6438700819916091,-0.3592018228542572,-0.11629943710230274,-0.2701158012431294,-0.06866821893757163,-0.0876577763013655,-1.9684369798472976,0.13872995427155196
