Id,Target
1461,-3.520561892133254e+16
1462,7990664666524804.0
1463,-5343984028598600.0
1464,-4798232335647992.0
1465,8582084898610084.0
1466,-8275170030622888.0
1467,-3879132693002456.0
1468,-1.1777784849165936e+16
1469,1.0288217892675108e+16
1470,-3.3354140246006628e+16
1471,8827678397389476.0
1472,-4.207228089271234e+16
1473,-3.8033521765536296e+16
1474,-1.1932796919389136e+16
1475,-2.5520060975084028e+16
1476,5.623271995403066e+16
1477,3.175355571560494e+16
1478,4.345216425612426e+16
1479,5.404909473636008e+16
1480,1.1783575425229982e+17
1481,5.369130721872654e+16
1482,1.7512190096317508e+16
1483,1.3956669173270452e+16
1484,-633955719097208.0
1485,-2.454411254078596e+16
1486,-1635714147576392.0
1487,6.121252850289219e+16
1488,3.587919759580922e+16
1489,5381805657476532.0
1490,1.5846214698302244e+16
1491,-4435316628204776.0
1492,-1.4376183910487432e+16
1493,-4.381907598241754e+16
1494,-4.103146242746387e+16
1495,3.3644245283988164e+16
1496,1.8264737079729076e+16
1497,-3395824221664760.0
1498,-3.0971908418692132e+16
1499,-3.481333008903183e+16
1500,-3.0700179599684416e+16
1501,-1.5587363057797572e+16
1502,-3.7683742896755544e+16
1503,1.7973583732935876e+16
1504,5040913930229220.0
1505,2.1797713182159204e+16
1506,5.131623790174589e+16
1507,3.4082893309456932e+16
1508,1.736120390032946e+16
1509,-5023684387001024.0
1510,1696789316502584.0
1511,-2655390150328888.0
1512,2.2032180890825236e+16
1513,5619048127567164.0
1514,3.628533301757963e+16
1515,5.962745055416035e+16
1516,-2590786387740744.0
1517,-9171782722866512.0
1518,3.660725204516754e+16
1519,1.8376789608189572e+16
1520,-1.9067565526539156e+16
1521,-2049137868568376.0
1522,2.4296389201289844e+16
1523,-1.2737293368471456e+16
1524,-1.2572535907755652e+16
1525,-1.8990798397504084e+16
1526,-1.6895855771381484e+16
1527,-1.992230466723359e+16
1528,-3.326711198922673e+16
1529,-2.9105443816288224e+16
1530,-5499798142865336.0
1531,1.0874585663626452e+16
1532,-2.142678318900566e+16
1533,-6.869620487748294e+16
1534,-1.5243974273122592e+16
1535,274985625466104.0
1536,-4633758323005488.0
1537,-2.8274351720542668e+16
1538,-1409724998077160.0
1539,1.6480486293166244e+16
1540,2.2830683903398324e+16
1541,-1.1312763157142088e+16
1542,-823342072407736.0
1543,2.016309804288194e+16
1544,-3.256116402603765e+16
1545,-3.4408335723531772e+16
1546,-2.169606902368711e+16
1547,-1.959083949708106e+16
1548,-1.5614544110817e+16
1549,-3.826945589329692e+16
1550,-5390267019796016.0
1551,-1.249439078451108e+16
1552,6560173005823316.0
1553,-9806710336955504.0
1554,-2.241478636371936e+16
1555,3.3070605226492308e+16
1556,-2.086009031082778e+16
1557,2486627634590952.0
1558,-3.887211687914677e+16
1559,3289639621805844.0
1560,-4463939493338672.0
1561,5.019234104779846e+16
1562,-5.958694178195744e+16
1563,-2.860399659974895e+16
1564,7964551403895716.0
1565,-5.294197240722834e+16
1566,1.8287677708322516e+16
1567,-3.3506904490794784e+16
1568,1.298149151446514e+16
1569,-4.94841988400275e+16
1570,-4.327150276262567e+16
1571,-1.1039858024824112e+16
1572,-4923800486026088.0
1573,1.9551343330175004e+16
1574,1.1095776558981252e+16
1575,1.2883755214346868e+16
1576,363475029879784.0
1577,5539739149689860.0
1578,-1.2435788357817364e+16
1579,-2.2588755474565196e+16
1580,-2884768105427288.0
1581,-6.449345671710869e+16
1582,-2.559718868347132e+16
1583,5.525291689645533e+16
1584,1.8597584850870868e+16
1585,-2.9187417075294372e+16
1586,-5.147712504820015e+16
1587,-2.254437529023172e+16
1588,-3782945559019960.0
1589,-2.132442499376025e+16
1590,-9520572376011216.0
1591,-1.5489088560371284e+16
1592,7790509205434116.0
1593,-2.5544820974009348e+16
1594,1.324128919267658e+16
1595,-792312615298328.0
1596,1.1951511705966068e+16
1597,2.020455158580466e+16
1598,-1.0878889707377048e+16
1599,-1.5479362580361724e+16
1600,2673095809327016.0
1601,-5.372491838578621e+16
1602,-2.814801712615753e+16
1603,-1.922988024026001e+16
1604,2.970773328743426e+16
1605,9458214709881940.0
1606,5452436520232196.0
1607,7.110405950121498e+16
1608,1.504016909653154e+16
1609,5058225902150612.0
1610,-2.0477362717505424e+16
1611,5719459713916404.0
1612,2.2531532689087972e+16
1613,1.5574567949820548e+16
1614,-2.30177764225957e+16
1615,-3.6023905449186868e+16
1616,-3.480916618663925e+16
1617,-3.683833290933118e+16
1618,-2.5840895733196668e+16
1619,-7.262217583522645e+16
1620,3.677906210077048e+16
1621,-2.896131485003115e+16
1622,-1.0579124936749064e+16
1623,1.9624312177477364e+16
1624,1.0267110208656116e+16
1625,-2.5691580971289696e+16
1626,1.702988552614498e+16
1627,-5341498213226136.0
1628,1.5617512963020644e+16
1629,-9282329393378728.0
1630,9.235039309462974e+16
1631,2.3113902175806868e+16
1632,3.96890415935548e+16
1633,-2.311681758401993e+16
1634,-1669602066408344.0
1635,-1.9100555718673084e+16
1636,2974692831839588.0
1637,9037291797883236.0
1638,1.8376167997112164e+16
1639,3.5670556843765956e+16
1640,4.879622408796613e+16
1641,3.0247591039785268e+16
1642,5854829210229012.0
1643,1.361639652874858e+16
1644,-1.5548921146553144e+16
1645,1.5845988320727812e+16
1646,-8998389836948896.0
1647,-1298519024009688.0
1648,2307797981921056.0
1649,-1.1769994743084728e+16
1650,-2.826580214598937e+16
1651,-2.491146531865474e+16
1652,-4.274866980027849e+16
1653,-6.439315649511776e+16
1654,-1.0911535530681496e+16
1655,-5.866961088818251e+16
1656,-1.10700559658632e+16
1657,-1.1008162517465872e+16
1658,-1.0310843926752792e+16
1659,-2.921949418380305e+16
1660,-1.1031402165441608e+16
1661,6.76887532765703e+16
1662,4.485600212208454e+16
1663,6.175637176006459e+16
1664,1.0667873732426792e+17
1665,4.728538397073206e+16
1666,4.043969995799477e+16
1667,4.661656798517838e+16
1668,4.078305664949931e+16
1669,2.311845894525514e+16
1670,4.469116773662523e+16
1671,4.051662983570902e+16
1672,9.15955588890697e+16
1673,2.9486995510503348e+16
1674,3.664277122216424e+16
1675,1.0937085596240356e+16
1676,6419962033896036.0
1677,1.0534737790343908e+16
1678,9.363042103495651e+16
1679,7.407433427000486e+16
1680,5.373629281475037e+16
1681,2.455588191072578e+16
1682,3.708919999546152e+16
1683,2.0509159218375188e+16
1684,-1.5362811636855912e+16
1685,-1.3546393904194724e+16
1686,5433164693032996.0
1687,-2.229408413399836e+16
1688,-3155112655708040.0
1689,-5298145593228952.0
1690,-1.5099767663368692e+16
1691,-2.3379277749858216e+16
1692,2481362511693240.0
1693,-3.2658588702202476e+16
1694,-1.3966439095562924e+16
1695,-1.966596885666379e+16
1696,2.7021758505757492e+16
1697,-1.966596885665585e+16
1698,4.886297930198981e+16
1699,-4.601028637086354e+16
1700,1.4436756906654388e+16
1701,2.6563763687408212e+16
1702,4.404958641749904e+16
1703,4.028108988769723e+16
1704,3.560386169955562e+16
1705,1.9919653619711028e+16
1706,9.28807252223398e+16
1707,2.30169023220921e+16
1708,2.026647440190626e+16
1709,3.062102657199042e+16
1710,2.2622423667502516e+16
1711,-1469397120977560.0
1712,5.537487785349288e+16
1713,3.1271563613010196e+16
1714,-560222085293224.0
1715,-8464719673310472.0
1716,5381805657461156.0
1717,-1219808724265880.0
1718,528109327721096.0
1719,1164970200926728.0
1720,-3.3995435988313176e+16
1721,-3031267980733480.0
1722,-3031267980762040.0
1723,-8801279477940680.0
1724,2.4149431465687444e+16
1725,7689695594972532.0
1726,-3.113843497803089e+16
1727,1.4603828683864932e+16
1728,-5.789546762136526e+16
1729,-2.1096224514224456e+16
1730,-6556124530184672.0
1731,-8.240961616045778e+16
1732,-2.7810274922496932e+16
1733,-2.9218268158675304e+16
1734,-1.4326905510005444e+16
1735,-2.3678848464158452e+16
1736,-6.576904651673974e+16
1737,5.072902239496496e+16
1738,-1.4812523399245948e+16
1739,6.044090867074346e+16
1740,4.64764345823287e+16
1741,64152981191064.0
1742,-1.5870342090573156e+16
1743,-2.042715362032579e+16
1744,2.4774414642035764e+16
1745,4.677383048292026e+16
1746,3.612384308250306e+16
1747,1.5585223147047044e+16
1748,3.984839674386082e+16
1749,-966163880612272.0
1750,-1371325105220776.0
1751,2.9114545713600388e+16
1752,-2.7727451790985384e+16
1753,3.3695034247381124e+16
1754,1.953086254628906e+16
1755,5604457330952756.0
1756,-2.589416940211444e+16
1757,-2.6036479522054384e+16
1758,6599287230264036.0
1759,1.611426108164042e+16
1760,-2.849740709933455e+16
1761,4479907357746484.0
1762,3762065399853556.0
1763,2.4613446629126132e+16
1764,-3.5198587362303892e+16
1765,3.537552840179946e+16
1766,1.533678723388674e+16
1767,2.396224650026242e+16
1768,-6117873925717096.0
1769,1.0606495237627748e+16
1770,-1.811059503391367e+16
1771,-1.4469102165163792e+16
1772,-1.973015437578621e+16
1773,-5.489503129253403e+16
1774,5.780172601824774e+16
1775,-1.0619749337660232e+16
1776,-1.2910877452550736e+16
1777,-3.3829892684468196e+16
1778,-1.6171242525389928e+16
1779,-1.4363797346816604e+16
1780,-1.5943786275718984e+16
1781,1233944983472640.0
1782,-2.907943828356244e+16
1783,-2.091891293678791e+16
1784,-3.171419751033864e+16
1785,-6322297880919016.0
1786,-494521320750568.0
1787,-4031552685828144.0
1788,-4.758060375790879e+16
1789,-2.669987512414691e+16
1790,-3.5998863756883804e+16
1791,4.144395319072293e+16
1792,1.5836445538401636e+16
1793,-1.965604868736255e+16
1794,-2.1359079092795344e+16
1795,-7527774915224424.0
1796,-1.6265938214806996e+16
1797,-2.552541954289852e+16
1798,-8936598515236432.0
1799,-4.613547539957094e+16
1800,-1.8091583198687196e+16
1801,-9519101144938176.0
1802,-1.6554378604848768e+16
1803,4918408607187988.0
1804,-2.3520806296258544e+16
1805,-1.4314010980844076e+16
1806,-9448548681395656.0
1807,6339205043243748.0
1808,-2.3747347921389816e+16
1809,-1.7281080181152032e+16
1810,-1.0738975022373848e+16
1811,3581293033633508.0
