Id,SalePrice
1461,118937.50121553616
1462,160998.60440090593
1463,184959.41150980387
1464,199467.7652749899
1465,190670.13261692398
1466,173884.08685642213
1467,174386.49185437174
1468,164177.9998167659
1469,208870.60332098426
1470,110636.5411148807
1471,200615.6001108457
1472,101714.83994268761
1473,98949.2869879051
1474,144625.81088098368
1475,110260.20298132824
1476,351861.4721659384
1477,233464.44687606805
1478,297976.70005827857
1479,304502.5090629156
1480,436160.40916410554
1481,311411.15611438925
1482,216607.35395959142
1483,192921.78064349084
1484,168055.1878057669
1485,209606.7763843443
1486,207105.48066552234
1487,317163.8906507425
1488,232273.59211776746
1489,189615.41860875365
1490,237648.82899612348
1491,207296.31212770514
1492,100323.50586088303
1493,198672.0092807839
1494,284109.3702698859
1495,276142.21386912104
1496,231491.41373120336
1497,180300.56968346293
1498,160671.41675131302
1499,158969.42350810353
1500,152167.2278626636
1501,169525.20366415565
1502,144993.6317518462
1503,276718.1883922324
1504,239373.83730653604
1505,221313.38461290582
1506,191487.80909433763
1507,254527.95713258098
1508,209086.03049774017
1509,163703.71964871924
1510,141850.77090494192
1511,143114.6641326338
1512,172912.02408100842
1513,158212.02115484
1514,156680.6908504886
1515,205752.046599013
1516,161197.68890293743
1517,175295.21899013635
1518,138066.83055812767
1519,216718.55456538105
1520,128293.26648924773
1521,134694.548556692
1522,185843.6290481178
1523,109693.60976285438
1524,128020.5354742805
1525,118189.58558690595
1526,121900.61275072617
1527,103041.49983591477
1528,141056.98758285024
1529,134941.7711103969
1530,177954.16760224506
1531,112122.28677277513
1532,94053.84317982465
1533,146573.0636027088
1534,135426.64887924818
1535,171163.52970866195
1536,116942.8258875957
1537,68043.16241002691
1538,154287.99718208582
1539,195118.9914981093
1540,126153.28655001604
1541,148231.84706878755
1542,148014.16761339453
1543,196450.09009802455
1544,84504.4428924731
1545,115114.75473719012
1546,132147.13940735973
1547,126260.21076119343
1548,136447.0875654366
1549,111810.25202753549
1550,128887.45846695418
1551,120104.27974479237
1552,129892.53492681347
1553,147943.59595122354
1554,114634.23256626661
1555,169747.27995606247
1556,102592.08005335418
1557,118193.25690997412
1558,106274.69759018686
1559,103215.78093037772
1560,138158.3489903746
1561,146997.87763820586
1562,134835.06699479147
1563,119325.08750126726
1564,159590.39451516632
1565,152410.8604613689
1566,245455.60892890635
1567,79739.02712203033
1568,232247.84236835007
1569,140375.81771123555
1570,156776.61761741247
1571,136934.40830590719
1572,147635.20774224438
1573,260029.99363411995
1574,141964.95951925288
1575,237211.0936504204
1576,224995.01168484805
1577,188577.80536491712
1578,138372.17397553884
1579,147783.62059670422
1580,204146.24393762622
1581,157140.42719179494
1582,118489.75358815763
1583,284498.22865667735
1584,226331.12239934917
1585,144588.53987030793
1586,63556.86455081067
1587,109057.69698403368
1588,149457.36969705502
1589,107217.02726251709
1590,145461.98765479078
1591,88315.64312601637
1592,133103.27967062913
1593,119940.91623704367
1594,116561.72843415622
1595,124973.99373997694
1596,225544.91020667797
1597,194170.9863626093
1598,232418.5007349365
1599,176207.88698802047
1600,174108.87670703518
1601,57212.228476692515
1602,127987.43512343841
1603,92524.15846858844
1604,266593.91482140694
1605,253066.14284965588
1606,168926.01456265693
1607,190913.78002752172
1608,219871.95898882044
1609,190444.4866806177
1610,153824.2953605327
1611,153787.8438524773
1612,186084.87382317786
1613,168202.16938718184
1614,125763.73364428741
1615,86504.33189411441
1616,80184.69170668536
1617,93556.82968139592
1618,124660.58780104104
1619,135080.68036656393
1620,185163.34723451623
1621,146110.70714871274
1622,145568.6023557632
1623,272974.83444805234
1624,230719.06731480022
1625,123406.58140983502
1626,174626.30679822582
1627,194753.88565898003
1628,284655.3022811563
1629,193541.531273698
1630,336956.7478913479
1631,213295.2493091036
1632,239046.54045090094
1633,184510.35018623507
1634,193751.72200307756
1635,181416.7880187721
1636,157839.51882840105
1637,197223.92742634017
1638,196255.2526075101
1639,193992.28707856702
1640,263104.1763414145
1641,199167.55976802745
1642,251305.01224165002
1643,218131.00857362707
1644,235544.40149982166
1645,183272.09700035726
1646,159153.7047894798
1647,167787.98614983517
1648,126573.35799275502
1649,139377.0804999134
1650,102745.82899351355
1651,116251.68501208964
1652,104451.7526163598
1653,104914.3102337935
1654,143053.64697012675
1655,133154.39226638162
1656,140264.2884684358
1657,144466.28554557607
1658,145673.55074130592
1659,113684.7024438138
1660,157365.64603013286
1661,397058.7265806387
1662,388921.38727853325
1663,358317.2749976859
1664,448067.0901152965
1665,298959.71544341685
1666,315260.75773293053
1667,384876.6982710302
1668,326391.07352448197
1669,304101.0411879271
1670,336703.44647258735
1671,255604.71830633836
1672,389858.26975028246
1673,268862.82893794164
1674,226227.48501989717
1675,196371.53908244346
1676,193489.56891963494
1677,220181.11092711642
1678,425267.64555121266
1679,375796.79851972463
1680,331848.3455719539
1681,256416.96235562552
1682,304727.1899194935
1683,181742.86629147458
1684,190597.130614823
1685,185364.83055920815
1686,178357.71713310547
1687,189513.80387205037
1688,201428.85534963122
1689,207029.15728040176
1690,209178.9978450435
1691,196280.338929371
1692,277949.8314552593
1693,189018.0178778864
1694,186920.1175755838
1695,173527.77457222468
1696,271695.04805405193
1697,175012.50142284503
1698,316246.00141552434
1699,280815.02960854565
1700,244829.42104889845
1701,273244.71039155935
1702,234098.90963902546
1703,235039.96851611102
1704,262898.8192860257
1705,247427.03799143079
1706,399206.57411064976
1707,216351.70196053505
1708,196319.30279743404
1709,246082.0790411343
1710,220500.73175059137
1711,268061.68715223856
1712,248006.504082465
1713,264699.18416189175
1714,222103.9565307605
1715,209569.7348796037
1716,186326.38898116996
1717,186965.57140296412
1718,142074.60504804342
1719,220226.19632987602
1720,240633.93162674026
1721,178036.7123405235
1722,134880.7591586965
1723,162454.9181294176
1724,202992.99206588967
1725,245416.1190587047
1726,194891.69981407365
1727,162791.2525134823
1728,193503.75625891154
1729,162191.5784462348
1730,160264.26961452488
1731,122222.53981740646
1732,115611.53631550072
1733,113467.53379337954
1734,124963.43927100916
1735,129306.80488054456
1736,109249.2392728693
1737,268365.60997093085
1738,231514.66095631596
1739,231078.68788573612
1740,203656.9654750234
1741,184834.9366383102
1742,169737.63029148374
1743,178481.4934310677
1744,293201.07253423275
1745,222777.5963864208
1746,224266.21263871065
1747,220311.06033629924
1748,224565.5297658333
1749,147767.58721762578
1750,142214.04415753318
1751,260800.44900400034
1752,112319.45510664662
1753,149667.31996557701
1754,203958.9035661595
1755,174860.80514808674
1756,111849.16120004178
1757,114908.3286910141
1758,136000.22410907637
1759,166973.93024046285
1760,165630.3148255128
1761,149720.79498032737
1762,170233.7618551972
1763,196060.21757337902
1764,118067.93079995777
1765,180884.62035725397
1766,181908.8567686895
1767,213627.46532435235
1768,137138.01124354356
1769,173588.69657487966
1770,147272.15919212703
1771,122834.49732095674
1772,142628.3193191614
1773,125979.64781371428
1774,161110.9871472888
1775,135539.86134403144
1776,130157.26891583958
1777,105874.87796694301
1778,137710.37070664225
1779,115934.10730572672
1780,190133.74583202755
1781,128307.07254419329
1782,77365.23641097361
1783,140194.48433779072
1784,101866.31486953891
1785,131212.6514277827
1786,135078.34204033404
1787,162094.8385283231
1788,50750.753167056195
1789,99463.81262093145
1790,75130.83034309397
1791,184627.66018082883
1792,167321.95790182438
1793,141034.08935720986
1794,145922.08175220698
1795,137366.17525118354
1796,139446.4371202778
1797,122310.84676818624
1798,112687.90416964878
1799,102411.47897740772
1800,132990.44106611554
1801,124788.45415452505
1802,144512.21781928453
1803,152829.48972977488
1804,137898.9313651628
1805,137816.2274385091
1806,130259.76674169647
1807,154419.01102568544
1808,129452.95823156826
1809,118494.05826737895
1810,137330.50177100717
1811,105214.44093703883
1812,102764.55680765236
1813,127095.20143548946
1814,85048.83634113082
1815,50748.38226519124
1816,94081.93675275013
1817,113501.76523408077
1818,161512.85303561194
1819,140220.7197218101
1820,70974.42494883879
1821,125606.36115695002
1822,147763.7273815746
1823,60500.14604699352
1824,135293.71402717338
1825,136038.73521537788
1826,106798.70148061757
1827,103649.92757135026
1828,134770.3379919045
1829,115847.00307191533
1830,141523.37451698098
1831,159015.39257264702
1832,99771.18123116753
1833,156535.30627481328
1834,131157.3303004631
1835,135823.75009641703
1836,132391.73197558202
1837,80745.37835193439
1838,141264.10225161383
1839,86958.94613740913
1840,145492.23592993777
1841,152241.18038798432
1842,108000.68725463373
1843,130864.67564810555
1844,147576.63750837848
1845,148996.51076167723
1846,159909.86734562166
1847,187984.53836298885
1848,48037.064288446134
1849,114110.08547167745
1850,124844.55715029562
1851,166774.10495365027
1852,126855.56121799658
1853,133433.04255970533
1854,176755.6129631387
1855,182021.4419692915
1856,235987.524139067
1857,156449.21931932418
1858,147617.11599797927
1859,132787.62471599004
1860,140961.5855162967
1861,131739.08423224225
1862,295223.94757582207
1863,277614.70268921077
1864,277742.12920683227
1865,350671.36607716675
1866,335613.4548504697
1867,223725.05111060588
1868,298800.3940668532
1869,209942.57576623867
1870,221651.352859418
1871,265116.62438532646
1872,186106.10034270765
1873,237127.05708769057
1874,152633.62429298152
1875,211055.64475742355
1876,203497.54505155704
1877,218783.12608185486
1878,226482.09086035838
1879,130925.70083405687
1880,124823.7932708034
1881,239231.81219905912
1882,257737.9317890724
1883,198539.01307134092
1884,214938.4681874728
1885,257209.3140980816
1886,305656.6305415391
1887,223355.70930710807
1888,262333.03721140197
1889,178914.52738694512
1890,118171.6464928
1891,152480.18683328645
1892,96693.35212588795
1893,136403.72338163035
1894,131720.8635265383
1895,152339.45893415352
1896,131827.25717207507
1897,119739.8066218766
1898,115839.09339282975
1899,151601.5958051567
1900,141937.52859875705
1901,151810.6896322054
1902,158049.11835285198
1903,208447.60591724276
1904,138907.38389966908
1905,188577.04965213352
1906,167819.89816569522
1907,217233.24067298695
1908,105398.46681587641
1909,132363.00567595658
1910,115827.89086939668
1911,219506.05625812276
1912,297061.17425501585
1913,146577.867216602
1914,71269.27274064375
1915,298989.3932400503
1916,62596.639075441206
1917,254611.92006029512
1918,147971.95887541337
1919,183227.6218419219
1920,172274.84501263162
1921,370432.11836607027
1922,325789.8203531021
1923,230673.94211015353
1924,219671.4658729371
1925,212691.64555034254
1926,368184.8536420038
1927,136220.58116293655
1928,170989.8777766316
1929,115149.60809509445
1930,153787.7735209015
1931,137760.2341757482
1932,144821.30396479234
1933,179551.30155945057
1934,188495.20856499957
1935,170737.96586011103
1936,196952.67387557979
1937,195725.14202866255
1938,183986.33150563596
1939,246732.62639172294
1940,183551.69133662907
1941,180378.8543940481
1942,196166.65363549136
1943,206824.09897400287
1944,346399.73570929834
1945,361296.4060792956
1946,156952.96704575524
1947,316171.48946235987
1948,185023.66294433505
1949,264982.2411723944
1950,188585.07488193878
1951,255704.99049861802
1952,225009.83797270496
1953,169554.77681478523
1954,195230.71789332238
1955,136630.38781680062
1956,275166.9468091703
1957,162050.32543723477
1958,288692.5493366396
1959,149813.98712298344
1960,113558.4688972052
1961,114087.09136895211
1962,103212.42939107878
1963,108287.19438734282
1964,109754.87604122084
1965,137639.39822055248
1966,132815.3143415148
1967,275946.0904216633
1968,395818.2034299359
1969,368551.56679072964
1970,401471.42881950643
1971,427721.3886996307
1972,363302.3692064147
1973,257041.7385896274
1974,327364.1847427539
1975,466121.4896050422
1976,253971.3668933301
1977,345394.72426660697
1978,341323.0373087201
1979,314396.184433739
1980,212037.1744045051
1981,329004.29601572215
